Transcript	circles	same_start	same_end	overlapping	within
NM_015092	16:18834892-18845651,16:18839698-18842454	.	.	.	16:18834892-18845651|16:18839698-18842454,
NM_001143787	12:42374863-42398994	.	.	.	.
NM_018062	2:58159650-58165874,2:58221942-58232112	.	.	.	.
NM_018063	10:94576662-94594854,10:94588229-94594854	.	10:94588229-94594854|10:94576662-94594854,	.	.
NM_021116	7:45648670-45662214	.	.	.	.
NM_001791	1:22078429-22086866	.	.	.	.
NM_016046	10:97437191-97437750	.	.	.	.
NR_037506	10:122392303-122424959,10:122406576-122424959	.	10:122406576-122424959|10:122392303-122424959,	.	.
NM_001111322	12:113176840-113181058	.	.	.	.
NM_194434	18:9931810-9937066,18:9931810-9950568	18:9931810-9937066|18:9931810-9950568,	.	.	.
NM_022487	10:14928016-14935564	.	.	.	.
NM_001001974	10:122392303-122424959,10:122406576-122424959	.	10:122406576-122424959|10:122392303-122424959,	.	.
NM_006726	4:150302625-150321383	.	.	.	.
NM_001308373	19:18537601-18538433	.	.	.	.
NM_015358	21:36338779-36344707	.	.	.	.
NM_001142327	7:87163495-87174669	.	.	.	.
NM_001142326	7:87163495-87174669	.	.	.	.
NM_001173	14:32090502-32094386,14:32090502-32117287	14:32090502-32117287|14:32090502-32094386,	.	.	.
NM_004671	18:46890580-46903635	.	.	.	.
NM_001272039	9:120437295-120448126	.	.	.	.
NM_012255	20:21326279-21357792	.	.	.	.
NM_001276282	10:115120185-115165645,10:115120185-115171292	10:115120185-115165645|10:115120185-115171292,	.	.	.
NR_036464	4:15625252-15644708	.	.	.	.
NM_001284209	14:70592880-70597777	.	.	.	.
NM_006901	15:71999851-72027793	.	.	.	.
NM_130847	11:94799390-94800311	.	.	.	.
NM_001286699	9:4860125-4860901	.	.	.	.
NM_020247	1:226961377-226965737	.	.	.	.
NM_020245	6:158282263-158314268,6:158312051-158314268	.	6:158312051-158314268|6:158282263-158314268,	.	.
NM_016316	2:99412731-99435941,2:99449336-99464985,2:99462496-99464985	.	2:99449336-99464985|2:99462496-99464985,	.	.
NM_044472	1:22078429-22086866	.	.	.	.
NM_017794	9:20715322-20789608,9:20819796-20823115,9:20923660-20933103	.	.	.	.
NM_001174117	15:51535663-51568558	.	.	.	.
NM_001174116	15:51535663-51568558	.	.	.	.
NM_032816	19:32899857-32918339	.	.	.	.
NM_001031812	5:123545417-123557564	.	.	.	.
NM_001172222	1:41070595-41075451,1:41113283-41143112	.	.	.	.
NM_001159969	1:51402435-51408332	.	.	.	.
NM_182923	14:103669511-103677523	.	.	.	.
NM_024946	16:57164001-57173869	.	.	.	.
NM_024947	3:170122591-170129552,3:170136419-170149244	.	.	.	.
NM_024948	10:15833630-15847943	.	.	.	.
NM_004690	6:149676260-149680457	.	.	.	.
NM_198433	20:56381433-56386533	.	.	.	.
NM_004696	1:110345539-110372346	.	.	.	.
NM_198435	20:56381433-56386533	.	.	.	.
NM_198436	20:56381433-56386533	.	.	.	.
NM_198437	20:56381433-56386533	.	.	.	.
NM_178862	3:31576396-31580096	.	.	.	.
NM_001282919	8:47279862-47294030,8:47396376-47407961	.	.	.	.
NM_199436	2:32098796-32116212	.	.	.	.
NM_001282916	8:47279862-47294030,8:47396376-47407961	.	.	.	.
NM_145021	10:45457785-45464327	.	.	.	.
NM_001105515	13:95161189-95170628	.	.	.	.
NM_001242644	8:60572046-60591969	.	.	.	.
NM_003400	2:61482380-61490776,2:61522611-61526521,2:61522611-61533903	2:61522611-61526521|2:61522611-61533903,	.	.	.
NM_006699	1:117402186-117405645,1:117402186-117414831,1:117402186-117420649,1:117402186-117442325,1:117402186-117466427	1:117402186-117420649|1:117402186-117405645|1:117402186-117414831|1:117402186-117442325|1:117402186-117466427,	.	.	.
NM_017738	9:17330632-17342444	.	.	.	.
NM_001042492	17:31200422-31265339	.	.	.	.
NM_030625	10:68644698-68647005,10:68648155-68673487	.	.	.	.
NM_001001484	10:16484337-16486617	.	.	.	.
NM_001001485	3:130930416-130941699	.	.	.	.
NM_001001486	3:130930416-130941699	.	.	.	.
NM_001001487	3:130930416-130941699	.	.	.	.
NM_002865	8:60572046-60591969	.	.	.	.
NR_130121	2:108839185-108856970	.	.	.	.
NM_001243137	15:85113377-85126374	.	.	.	.
NM_002044	15:49225205-49292537	.	.	.	.
NM_024546	13:78635110-78644997	.	.	.	.
NM_001113239	7:139715932-139717015	.	.	.	.
NR_110803	17:28921688-28927063	.	.	.	.
NM_006724	6:161034259-161049979,6:161048616-161049979	.	6:161034259-161049979|6:161048616-161049979,	.	.
NM_005245	4:186706563-186709845	.	.	.	.
NM_002265	17:47663089-47668410	.	.	.	.
NM_001172509	2:199368605-199433514	.	.	.	.
NM_032142	18:12999421-13019206,18:12999421-13030608,18:12999421-13042334,18:12999421-13073185	18:12999421-13030608|18:12999421-13019206|18:12999421-13042334|18:12999421-13073185,	.	.	.
NM_032148	12:104895274-104928694,12:104927973-104928694	.	12:104927973-104928694|12:104895274-104928694,	.	.
NM_003629	1:46055795-46080750	.	.	.	.
NM_001288836	2:58159650-58165874	.	.	.	.
NM_001288837	2:58159650-58165874	.	.	.	.
NM_001288838	2:58159650-58165874	.	.	.	.
NM_001288839	2:58159650-58165874	.	.	.	.
NR_104266	20:23389946-23403072	.	.	.	.
NM_018475	4:55411614-55417985	.	.	.	.
NM_207113	7:140334634-140337349	.	.	.	.
NR_027948	12:1027748-1028572,12:1167903-1190052,12:1180540-1190052,12:1236769-1290012,12:1236769-1319288,12:1236769-1371977	12:1236769-1319288|12:1236769-1371977|12:1236769-1290012,	12:1180540-1190052|12:1167903-1190052,	.	.
NR_027949	12:1027748-1028572,12:1167903-1190052,12:1180540-1190052,12:1236769-1290012,12:1236769-1319288,12:1236769-1371977	12:1236769-1319288|12:1236769-1371977|12:1236769-1290012,	12:1180540-1190052|12:1167903-1190052,	.	.
NM_033632	4:152411303-152412529	.	.	.	.
NM_015224	3:56660731-56673725	.	.	.	.
NR_033200	12:50427762-50437838,12:50427762-50441643	12:50427762-50441643|12:50427762-50437838,	.	.	.
NM_015554	15:69210316-69261329,15:69255794-69261329	.	15:69210316-69261329|15:69255794-69261329,	.	.
NM_015559	18:44701175-44701832	.	.	.	.
NM_005665	1:92563642-92636336,1:92563642-92704744	1:92563642-92704744|1:92563642-92636336,	.	.	.
NM_001278610	20:43686852-43700044	.	.	.	.
NM_001271885	15:67231814-67236820	.	.	.	.
NM_002466	20:43686852-43700044	.	.	.	.
NM_001271886	15:67231814-67236820	.	.	.	.
NM_031966	5:69174877-69175537	.	.	.	.
NM_002662	3:171642840-171692442	.	.	.	.
NM_001172218	1:41070595-41075451,1:41113283-41143112	.	.	.	.
NM_001172219	1:41070595-41075451,1:41113283-41143112	.	.	.	.
NM_013448	14:34862044-34862322	.	.	.	.
NM_001256910	10:68959806-68960249	.	.	.	.
NM_015310	8:18765449-18804898,8:18799295-18804898,8:18867674-18872733	.	8:18799295-18804898|8:18765449-18804898,	.	.
NM_012338	7:120806549-120840109	.	.	.	.
NM_014452	6:47283938-47286595	.	.	.	.
NM_015135	7:135577796-135593192	.	.	.	.
NM_015132	7:17868407-17897446	.	.	.	.
NM_001190440	17:16101250-16101805	.	.	.	.
NM_001198838	20:35653528-35659014	.	.	.	.
NR_132119	1:223954477-223962273	.	.	.	.
NM_018091	8:28155942-28162078	.	.	.	.
NM_018092	16:47109483-47129364,16:47109483-47132025	16:47109483-47132025|16:47109483-47129364,	.	.	.
NM_170679	5:134157707-134174022	.	.	.	.
NM_001304437	6:82957312-83044659	.	.	.	.
NM_022495	14:60115719-60125823,14:60115719-60134048	14:60115719-60125823|14:60115719-60134048,	.	.	.
NM_015042	15:64499293-64500166	.	.	.	.
NM_001244724	9:107300141-107311737	.	.	.	.
NM_001282543	2:214767482-214781509	.	.	.	.
NM_020925	1:64629355-64641969	.	.	.	.
NM_001261838	10:16484337-16486617	.	.	.	.
NM_001261837	10:16484337-16486617	.	.	.	.
NM_001261836	10:16484337-16486617	.	.	.	.
NM_004444	7:100812747-100813208	.	.	.	.
NM_004193	10:102376272-102377128	.	.	.	.
NM_001969	14:103336677-103339803	.	.	.	.
NM_004448	17:39724726-39725853	.	.	.	.
NR_024625	11:43326507-43335994	.	.	.	.
NM_201439	12:42374863-42398994	.	.	.	.
NM_201438	12:42374863-42398994	.	.	.	.
NM_001568	8:108228267-108241913	.	.	.	.
NM_178043	4:128074460-128077962,4:128074460-128091512	4:128074460-128077962|4:128074460-128091512,	.	.	.
NM_178040	12:1027748-1028572,12:1167903-1190052,12:1180540-1190052,12:1236769-1290012,12:1236769-1319288,12:1236769-1371977	12:1236769-1319288|12:1236769-1371977|12:1236769-1290012,	12:1180540-1190052|12:1167903-1190052,	.	.
NM_004996	16:16007816-16016621	.	.	.	.
NM_001616	2:147896301-147899898	.	.	.	.
NM_020784	14:52511240-52544371	.	.	.	.
NM_001142443	15:74671455-74675142	.	.	.	.
NM_017780	8:60741259-60743097	.	.	.	.
NM_001142444	15:74671455-74675142	.	.	.	.
NM_022970	10:121564502-121565704	.	.	.	.
NM_001177963	14:60796217-60818847	.	.	.	.
NM_133259	2:43973607-43982434	.	.	.	.
NM_182931	7:105038126-105091314,7:105090009-105091314	.	7:105090009-105091314|7:105038126-105091314,	.	.
NM_007331	4:1900626-1904378,4:1900626-1918623,4:1900626-1935262,4:1900626-1939778,4:1904216-1918623	4:1900626-1918623|4:1900626-1935262|4:1900626-1939778|4:1900626-1904378,	4:1904216-1918623|4:1900626-1918623,	4:1904216-1918623|4:1900626-1904378,	4:1904216-1918623|4:1900626-1935262,4:1904216-1918623|4:1900626-1939778,
NM_001135110	16:4441375-4455780	.	.	.	.
NM_003981	15:90976676-90981981	.	.	.	.
NM_173075	4:41013583-41014398	.	.	.	.
NM_001297745	5:79640851-79669028	.	.	.	.
NM_198449	5:50399107-50411383	.	.	.	.
NM_173491	5:157742773-157759780	.	.	.	.
NM_173497	10:91425281-91462184	.	.	.	.
NM_203365	2:203489584-203491319	.	.	.	.
NM_001258438	5:33460902-33463825	.	.	.	.
NR_104291	10:91425281-91462184	.	.	.	.
NM_001278580	2:147896301-147899898	.	.	.	.
NR_104452	6:121170405-121242339	.	.	.	.
NM_003434	20:18297985-18306393	.	.	.	.
NM_003432	5:43161249-43161931	.	.	.	.
NM_003431	1:247155566-247159813,1:247156406-247159813	.	1:247156406-247159813|1:247155566-247159813,	.	.
NM_003439	7:100023419-100024307	.	.	.	.
NM_032042	5:93776159-94053227	.	.	.	.
NM_006595	11:43326507-43335994	.	.	.	.
NM_006379	7:80789306-80810701	.	.	.	.
NM_002874	9:107300141-107311737	.	.	.	.
NR_026718	17:18670867-18672302	.	.	.	.
NM_001278927	5:65567513-65572286	.	.	.	.
NM_001278926	5:65567513-65572286	.	.	.	.
NM_003502	16:304304-314683,16:346148-347106	.	.	.	.
NM_001278929	5:65567513-65572286	.	.	.	.
NM_018142	8:19826426-19837160	.	.	.	.
NM_001011513	4:94640276-94664035	.	.	.	.
NM_001139442	9:121974009-121989770	.	.	.	.
NM_001190836	2:74361413-74378245	.	.	.	.
NM_001190837	2:74361413-74378245	.	.	.	.
NM_005908	4:102722871-102730736	.	.	.	.
NM_002583	12:79574866-79596658	.	.	.	.
NM_001291858	15:98707562-98708107	.	.	.	.
NM_001286278	13:112516440-112527484	.	.	.	.
NM_001243342	17:80048583-80050283	.	.	.	.
NM_002270	5:72861808-72887222	.	.	.	.
NM_001172517	2:199368605-199433514	.	.	.	.
NM_001286277	13:112516440-112527484	.	.	.	.
NM_080841	20:2947982-2965202	.	.	.	.
NM_080840	20:2947982-2965202	.	.	.	.
NM_003615	3:27383153-27424152,3:27433916-27452498	.	.	.	.
NM_001029880	10:7243558-7285954,10:7276892-7285954	.	10:7276892-7285954|10:7243558-7285954,	.	.
NM_181460	2:222220140-222232283	.	.	.	.
NM_001269039	10:110964125-110985765	.	.	.	.
NM_015545	7:99418785-99420149	.	.	.	.
NM_015230	4:36210390-36214480	.	.	.	.
NM_014899	5:95755396-95763620	.	.	.	.
NM_015542	10:11979057-12014184,10:11997672-12014184	.	10:11997672-12014184|10:11979057-12014184,	.	.
NM_018318	12:28255581-28307749,12:28255581-28391411,12:28305649-28307749,12:28305649-28391411	12:28305649-28391411|12:28305649-28307749,12:28255581-28391411|12:28255581-28307749,	12:28255581-28391411|12:28305649-28391411,12:28255581-28307749|12:28305649-28307749,	12:28305649-28391411|12:28255581-28307749,	12:28255581-28391411|12:28305649-28307749,
NM_015239	9:85575315-85633374,9:85618983-85633374,9:85669485-85712566	.	9:85618983-85633374|9:85575315-85633374,	.	.
NM_032730	6:106587679-106622969	.	.	.	.
NM_014892	6:154787861-154792976	.	.	.	.
NM_152730	6:121170405-121242339	.	.	.	.
NM_152733	6:38577600-38598121	.	.	.	.
NM_024770	2:171337453-171339554	.	.	.	.
NM_080599	10:11979057-12014184,10:11997672-12014184	.	10:11997672-12014184|10:11979057-12014184,	.	.
NM_001166017	13:21167988-21168399	.	.	.	.
NM_001127671	5:38523419-38530666	.	.	.	.
NM_080597	18:24347584-24377535	.	.	.	.
NM_018268	5:77449760-77463226,5:77449760-77489572	5:77449760-77489572|5:77449760-77463226,	.	.	.
NM_006224	17:1534099-1558559	.	.	.	.
NM_015306	1:55137515-55166603	.	.	.	.
NM_001017969	9:5968019-5988545	.	.	.	.
NR_024550	7:87163495-87174669	.	.	.	.
NM_001130146	12:411747-438554	.	.	.	.
NM_001130147	12:411747-438554	.	.	.	.
NM_001301701	1:44284835-44339322,1:44308310-44339322	.	1:44284835-44339322|1:44308310-44339322,	.	.
NM_001130148	12:411747-438554	.	.	.	.
NM_001031694	1:41070595-41075451,1:41113283-41143112	.	.	.	.
NM_001005369	2:55236448-55237428	.	.	.	.
NM_001013848	10:92893349-92909631	.	.	.	.
NM_001282997	20:18297985-18306393	.	.	.	.
NM_018080	15:61936597-61981478,15:62007308-62013992	.	.	.	.
NM_182896	3:93995874-94003908	.	.	.	.
NM_018087	1:53796689-53832591	.	.	.	.
NM_170606	7:152220523-152238826,7:152309966-152315338	.	.	.	.
NM_001009814	13:41761128-41833531,13:41811225-41833531	.	13:41811225-41833531|13:41761128-41833531,	.	.
NM_015058	13:41761128-41833531,13:41811225-41833531	.	13:41811225-41833531|13:41761128-41833531,	.	.
NM_015057	13:77180127-77186063,13:77243059-77264002	.	.	.	.
NM_001377	11:103303093-103323990,11:103311878-103323990	.	11:103303093-103323990|11:103311878-103323990,	.	.
NM_001373	1:224952670-224968874,1:224952670-224974153,1:224952670-225007544,1:224952670-225023865,1:224952674-225007544,1:225002783-225043983,1:225002783-225276081,1:225038694-225043983	1:224952670-225023865|1:224952670-225007544|1:224952670-224968874|1:224952670-224974153,1:225002783-225043983|1:225002783-225276081,	1:224952670-225007544|1:224952674-225007544,1:225002783-225043983|1:225038694-225043983,	1:224952670-224968874|1:224952674-225007544,1:224952674-225007544|1:224952670-224974153,1:225002783-225043983|1:224952670-225007544|1:225002783-225276081,1:225002783-225043983|1:225002783-225276081|1:224952670-225023865,1:225002783-225043983|1:225002783-225276081|1:224952674-225007544,	1:224952674-225007544|1:224952670-225023865,1:225038694-225043983|1:225002783-225276081,
NM_005121	17:62029541-62035608,17:62033787-62035608	.	17:62029541-62035608|17:62033787-62035608,	.	.
NR_029388	10:45939361-45965855	.	.	.	.
NM_001018113	X:14843660-14859334,X:14850505-14859334	.	X:14843660-14859334|X:14850505-14859334,	.	.
NM_001301726	20:62852317-62852353	.	.	.	.
NM_004459	17:67945409-67975958	.	.	.	.
NM_001973	1:205616478-205623891	.	.	.	.
NM_001198879	7:99418785-99420149	.	.	.	.
NM_001284225	8:28155942-28162078	.	.	.	.
NM_001284224	8:28155942-28162078	.	.	.	.
NM_001284226	8:28155942-28162078	.	.	.	.
NM_001284220	8:28155942-28162078	.	.	.	.
NM_001284222	8:28155942-28162078	.	.	.	.
NM_182765	10:91425281-91462184	.	.	.	.
NM_001142279	13:50927407-50949505	.	.	.	.
NM_016488	12:42374863-42398994	.	.	.	.
NM_004238	2:229858772-229860531,2:229858772-229880128	2:229858772-229860531|2:229858772-229880128,	.	.	.
NM_001164537	1:231795242-231818517	.	.	.	.
NM_181050	16:304304-314683,16:346148-347106	.	.	.	.
NM_001164538	1:231795242-231818517	.	.	.	.
NM_001164539	1:231795242-231818517	.	.	.	.
NM_001605	16:70258980-70262524	.	.	.	.
NM_017778	8:38337305-38348215,8:38347497-38348215	.	8:38337305-38348215|8:38347497-38348215,	.	.
NM_001012506	3:56592970-56594028	.	.	.	.
NM_201515	12:42374863-42398994	.	.	.	.
NM_001031835	16:47497399-47515601	.	.	.	.
NM_199188	12:50427762-50437838,12:50427762-50441643	12:50427762-50441643|12:50427762-50437838,	.	.	.
NM_021795	1:205616478-205623891	.	.	.	.
NM_181458	2:222220140-222232283	.	.	.	.
NM_181459	2:222220140-222232283	.	.	.	.
NM_007345	18:76849526-76851939,18:76849526-76871825	18:76849526-76851939|18:76849526-76871825,	.	.	.
NM_016578	11:77675036-77693611	.	.	.	.
NM_001281779	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_001281774	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_001281775	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_001281776	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_001281777	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_001281771	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NR_103507	3:14443624-14447816,3:14443624-14478568	3:14443624-14447816|3:14443624-14478568,	.	.	.
NM_001281773	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_017684	15:61936597-61981478,15:62007308-62013992	.	.	.	.
NM_017686	1:117911994-117918736	.	.	.	.
NM_133330	4:1900626-1904378,4:1900626-1918623,4:1900626-1935262,4:1900626-1939778,4:1904216-1918623	4:1900626-1918623|4:1900626-1935262|4:1900626-1939778|4:1900626-1904378,	4:1904216-1918623|4:1900626-1918623,	4:1904216-1918623|4:1900626-1904378,	4:1904216-1918623|4:1900626-1935262,4:1904216-1918623|4:1900626-1939778,
NM_133331	4:1900626-1904378,4:1900626-1918623,4:1900626-1935262,4:1900626-1939778,4:1904216-1918623	4:1900626-1918623|4:1900626-1935262|4:1900626-1939778|4:1900626-1904378,	4:1904216-1918623|4:1900626-1918623,	4:1904216-1918623|4:1900626-1904378,	4:1904216-1918623|4:1900626-1935262,4:1904216-1918623|4:1900626-1939778,
NM_001167621	22:45689712-45702847,22:45689712-45718493,22:45689712-45740538,22:45729425-45740538	22:45689712-45702847|22:45689712-45740538|22:45689712-45718493,	22:45689712-45740538|22:45729425-45740538,	.	.
NM_133334	4:1900626-1904378,4:1900626-1918623,4:1900626-1935262,4:1900626-1939778,4:1904216-1918623	4:1900626-1918623|4:1900626-1935262|4:1900626-1939778|4:1900626-1904378,	4:1904216-1918623|4:1900626-1918623,	4:1904216-1918623|4:1900626-1904378,	4:1904216-1918623|4:1900626-1935262,4:1904216-1918623|4:1900626-1939778,
NM_133335	4:1900626-1904378,4:1900626-1918623,4:1900626-1935262,4:1900626-1939778,4:1904216-1918623	4:1900626-1918623|4:1900626-1935262|4:1900626-1939778|4:1900626-1904378,	4:1904216-1918623|4:1900626-1918623,	4:1904216-1918623|4:1900626-1904378,	4:1904216-1918623|4:1900626-1935262,4:1904216-1918623|4:1900626-1939778,
NM_198920	6:82957312-83044659	.	.	.	.
NM_002111	4:3086939-3107423	.	.	.	.
NM_024852	1:35945692-35973511	.	.	.	.
NM_139070	5:180261684-180280608	.	.	.	.
NM_001145154	1:224952670-224968874,1:224952670-224974153,1:224952670-225007544,1:224952670-225023865,1:224952674-225007544,1:225002783-225043983,1:225002783-225276081	1:224952670-225023865|1:224952670-225007544|1:224952670-224968874|1:224952670-224974153,1:225002783-225043983|1:225002783-225276081,	1:224952670-225007544|1:224952674-225007544,	1:224952670-224968874|1:224952674-225007544,1:224952674-225007544|1:224952670-224974153,1:225002783-225043983|1:224952670-225007544|1:225002783-225276081,1:225002783-225043983|1:225002783-225276081|1:224952670-225023865,1:225002783-225043983|1:225002783-225276081|1:224952674-225007544,	1:224952674-225007544|1:224952670-225023865,
NM_001293285	12:49460770-49490731	.	.	.	.
NR_024181	19:51860904-51877377,19:51877282-51880877	.	.	19:51877282-51880877|19:51860904-51877377,	.
NM_017426	4:76134175-76144473	.	.	.	.
NM_020808	1:232513857-232515608	.	.	.	.
NM_001291663	7:140459007-140472011	.	.	.	.
NM_198076	1:244843135-244848856	.	.	.	.
NM_001195470	3:18378170-18420991,3:18415111-18420991	.	3:18378170-18420991|3:18415111-18420991,	.	.
NM_001040402	4:51863437-51891851	.	.	.	.
NM_003043	3:14443624-14447816,3:14443624-14478568	3:14443624-14447816|3:14443624-14478568,	.	.	.
NM_006567	6:5368550-5369182	.	.	.	.
NM_006565	16:67610824-67612121	.	.	.	.
NM_002572	11:117152441-117163892	.	.	.	.
NM_003198	1:23750845-23752518	.	.	.	.
NM_001145088	8:123077111-123109620,8:123077111-123144855	8:123077111-123144855|8:123077111-123109620,	.	.	.
NR_073600	2:218656150-218656463	.	.	.	.
NM_005466	14:70592880-70597777	.	.	.	.
NM_147150	9:110136127-110138539	.	.	.	.
NR_073599	2:218656150-218656463	.	.	.	.
NM_003600	20:56381433-56386533	.	.	.	.
NM_003601	4:143543509-143543972	.	.	.	.
NR_104249	3:126459653-126472305	.	.	.	.
NM_003607	1:227139576-227147559,1:227193786-227317246	.	.	.	.
NM_018412	7:117099762-117131960	.	.	.	.
NM_014155	11:130260856-130261929	.	.	.	.
NR_052013	2:15366580-15478289	.	.	.	.
NM_014887	13:32517857-32527532	.	.	.	.
NM_015208	18:9182382-9221999	.	.	.	.
NM_005607	8:140846260-140890769	.	.	.	.
NM_032233	14:99458279-99465813	.	.	.	.
NM_032236	1:21680808-21724095,1:21715389-21724095	.	1:21680808-21724095|1:21715389-21724095,	.	.
NM_001287220	1:213077696-213129889	.	.	.	.
NM_001287221	1:213077696-213129889	.	.	.	.
NM_032581	7:22960256-22991139	.	.	.	.
NM_023071	12:49460770-49490731	.	.	.	.
NM_032995	2:130930952-130946635	.	.	.	.
NM_015332	7:44425900-44427703	.	.	.	.
NM_018527	13:41316846-41336756	.	.	.	.
NM_015113	17:4066447-4072756	.	.	.	.
NM_015447	9:135850137-135883078,9:135881633-135883078	.	9:135850137-135883078|9:135881633-135883078,	.	.
NM_001006600	5:65988635-66014725,5:66053406-66054951	.	.	.	.
NM_015115	4:51863437-51891851	.	.	.	.
NM_152546	5:122019260-122020802,5:122019260-122022407	5:122019260-122022407|5:122019260-122020802,	.	.	.
NM_001110798	13:41316846-41336756	.	.	.	.
NM_014426	20:17947486-17957037	.	.	.	.
NM_001048166	1:47280241-47282459	.	.	.	.
NM_005734	11:33286413-33287511	.	.	.	.
NM_001127716	15:76274412-76295737	.	.	.	.
NM_001163278	X:124641791-124653783	.	.	.	.
NM_001163279	X:124641791-124653783	.	.	.	.
NM_001077704	1:66946150-66963160	.	.	.	.
NM_021629	3:179413412-179419505	.	.	.	.
NM_001077702	1:66946150-66963160	.	.	.	.
NM_001077703	1:66946150-66963160	.	.	.	.
NM_001077700	1:66946150-66963160	.	.	.	.
NM_001077701	1:66946150-66963160	.	.	.	.
NM_001018037	9:77214329-77227485	.	.	.	.
NM_001746	5:179705679-179710065	.	.	.	.
NM_001745	5:134741063-134744052	.	.	.	.
NR_039968	5:72861808-72887222	.	.	.	.
NM_001293	11:77619606-77625818	.	.	.	.
NR_002982	11:2951259-2979237	.	.	.	.
NR_036057	1:23030469-23050520	.	.	.	.
NM_001018039	10:7243558-7285954,10:7276892-7285954	.	10:7276892-7285954|10:7243558-7285954,	.	.
NM_001018038	9:77214329-77227485	.	.	.	.
NR_036633	20:58438945-58441083	.	.	.	.
NM_206886	1:93221609-93264901	.	.	.	.
NM_001130081	3:171642840-171692442	.	.	.	.
NM_001283018	20:23389946-23403072	.	.	.	.
NM_022079	10:67988663-68014186	.	.	.	.
NM_001282529	9:33953285-33963791,9:33986760-34017189	.	.	.	.
NM_001267594	12:48083591-48098124	.	.	.	.
NM_022073	14:33925618-33931215	.	.	.	.
NM_001114394	5:79640851-79669028	.	.	.	.
NR_026778	1:244843135-244848856	.	.	.	.
NM_001277078	5:79396823-79457018,5:79439010-79457018	.	5:79439010-79457018|5:79396823-79457018,	.	.
NM_001277077	5:79396823-79457018,5:79439010-79457018	.	5:79439010-79457018|5:79396823-79457018,	.	.
NM_001258272	14:63598756-63599973	.	.	.	.
NM_001903	5:138810038-138827718	.	.	.	.
NM_001284259	10:89751346-89762835	.	.	.	.
NM_133433	5:36953618-36976402	.	.	.	.
NM_174916	15:42950262-42966286	.	.	.	.
NM_001128147	17:31200422-31265339	.	.	.	.
NM_001128144	2:189791790-189818180	.	.	.	.
NM_001128143	2:189791790-189818180	.	.	.	.
NM_016341	10:94030683-94032252	.	.	.	.
NM_001169125	X:148661908-148662768	.	.	.	.
NM_001169122	X:148661908-148662768	.	.	.	.
NM_001169123	X:148661908-148662768	.	.	.	.
NM_001201549	1:110345539-110372346	.	.	.	.
NM_001201548	1:110345539-110372346	.	.	.	.
NM_004087	3:197090912-197119530,3:197104903-197119530	.	3:197090912-197119530|3:197104903-197119530,	.	.
NM_004086	14:30877572-30880734	.	.	.	.
NM_001201545	1:110345539-110372346	.	.	.	.
NM_004082	2:74361413-74378245	.	.	.	.
NM_019903	10:110124017-110130486	.	.	.	.
NM_001281781	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_001281780	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_001281783	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_001281782	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_001281784	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_001037334	18:196637-204692	.	.	.	.
NM_001121	10:110124017-110130486	.	.	.	.
NM_001135590	19:51860904-51877377,19:51877282-51880877	.	.	19:51877282-51880877|19:51860904-51877377,	.
NM_001135175	12:96917621-96945849	.	.	.	.
NM_001135176	12:96917621-96945849	.	.	.	.
NM_001135177	12:96917621-96945849	.	.	.	.
NM_007357	1:230663141-230675124	.	.	.	.
NM_003211	12:103976918-103980962,12:103982799-103985728	.	.	.	.
NM_020690	5:140504821-140513479	.	.	.	.
NM_020123	10:96544076-96565426	.	.	.	.
NM_020121	13:95970112-95996135	.	.	.	.
NM_181336	6:33776954-33786774	.	.	.	.
NM_001017371	2:173954873-173956232	.	.	.	.
NM_003852	7:138519189-138551180	.	.	.	.
NM_017988	12:100282943-100298175	.	.	.	.
NM_025083	15:74671455-74675142	.	.	.	.
NM_001288576	6:119006447-119016944	.	.	.	.
NM_001243747	11:43326507-43335994	.	.	.	.
NM_139068	5:180261684-180280608	.	.	.	.
NM_139069	5:180261684-180280608	.	.	.	.
NR_104476	11:72018183-72024353	.	.	.	.
NM_172349	5:177209636-177212195	.	.	.	.
NM_024045	10:68936936-68941194	.	.	.	.
NM_001286646	8:141253989-141254629	.	.	.	.
NR_028394	1:231795242-231818517	.	.	.	.
NM_001033857	10:14928016-14935564	.	.	.	.
NR_028396	1:231795242-231818517	.	.	.	.
NM_001033855	10:14928016-14935564	.	.	.	.
NR_028398	1:231795242-231818517	.	.	.	.
