sample	circle_id	transcript_id	other_ids	exon_id	chr	start	end	strand	exon_length	unique_reads	fragments	number+	number-
hek293_A_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	3	0	0	0	0	0	0	0	0	0
hek293_A_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	4	0	0	0	0	0	0	0	0	0
hek293_A_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	5	0	0	0	0	0	0	0	0	0
hek293_A_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	6	0	0	0	0	0	0	0	0	0
hek293_A_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	7	7	24666020	24666089	+	69	2	3	1	2
hek293_A_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	8	7	24668498	24668660	+	162	5	6	2	4
hek293_A_test	6:161034259-161049979	NM_001291958	NR_120425,NM_001291958,NM_005922,NM_001301072,NM_006724	1	6	161034258	161034449	+	191	6	6	4	2
hek293_A_test	6:161034259-161049979	NM_001291958	NR_120425,NM_001291958,NM_005922,NM_001301072,NM_006724	2	6	161048615	161049979	+	1364	6	6	4	2
hek293_A_test	22:45689712-45740538	NM_001167621	NM_013236,NM_001167621	6	22	45738730	45738839	+	109	1	1	1	0
hek293_A_test	22:45689712-45740538	NM_001167621	NM_013236,NM_001167621	7	22	45740368	45740538	+	170	4	5	2	3
hek293_A_test	10:7797047-7802854	NM_005174	NM_005174,NM_001001973	2	10	7797046	7797178	+	132	7	7	3	4
hek293_A_test	10:7797047-7802854	NM_005174	NM_005174,NM_001001973	3	10	7798989	7799194	+	205	3	3	1	2
hek293_A_test	10:7797047-7802854	NM_005174	NM_005174,NM_001001973	4	0	0	0	0	0	0	0	0	0
hek293_A_test	10:7797047-7802854	NM_005174	NM_005174,NM_001001973	5	0	0	0	0	0	0	0	0	0
hek293_A_test	10:7797047-7802854	NM_005174	NM_005174,NM_001001973	6	10	7802269	7802425	+	156	4	4	2	2
hek293_A_test	10:7797047-7802854	NM_005174	NM_005174,NM_001001973	7	10	7802757	7802854	+	97	7	7	3	4
hek293_A_test	5:50399107-50411383	NM_198449	NM_198449	0	5	50396196	50399290	-	3094	10	10	5	5
hek293_A_test	5:50399107-50411383	NM_198449	NM_198449	1	0	0	0	0	0	0	0	0	0
hek293_A_test	5:50399107-50411383	NM_198449	NM_198449	2	0	0	0	0	0	0	0	0	0
hek293_A_test	5:50399107-50411383	NM_198449	NM_198449	3	0	0	0	0	0	0	0	0	0
hek293_A_test	5:50399107-50411383	NM_198449	NM_198449	4	0	0	0	0	0	0	0	0	0
hek293_A_test	5:50399107-50411383	NM_198449	NM_198449	5	5	50410876	50410965	-	89	1	1	1	0
hek293_A_test	5:50399107-50411383	NM_198449	NM_198449	6	5	50411196	50411383	-	187	10	10	5	5
hek293_A_test	16:18841565-18845651	NM_015092	NM_015092	22	16	18841564	18841794	-	230	4	4	4	0
hek293_A_test	16:18841565-18845651	NM_015092	NM_015092	23	0	0	0	0	0	0	0	0	0
hek293_A_test	16:18841565-18845651	NM_015092	NM_015092	24	16	18845428	18845651	-	223	4	4	4	0
hek293_A_test	4:51863437-51877854	NM_001040402	NM_001040402,NM_001287757,NM_015115,NM_001287755	1	4	51863436	51863507	+	71	4	4	4	0
hek293_A_test	4:51863437-51877854	NM_001040402	NM_001040402,NM_001287757,NM_015115,NM_001287755	2	4	51863669	51863709	+	40	3	3	3	0
hek293_A_test	4:51863437-51877854	NM_001040402	NM_001040402,NM_001287757,NM_015115,NM_001287755	3	4	51874270	51874385	+	115	3	3	3	0
hek293_A_test	4:51863437-51877854	NM_001040402	NM_001040402,NM_001287757,NM_015115,NM_001287755	4	4	51877762	51877854	+	92	4	4	4	0
hek293_A_test	4:177353308-177360677	NM_018248	NM_018248	7	4	177353307	177353728	+	421	7	11	5	6
hek293_A_test	4:177353308-177360677	NM_018248	NM_018248	8	4	177360502	177360677	+	175	7	9	3	6
hek293_A_test	22:45729425-45740538	NM_013236	NM_013236,NM_001167621	6	22	45729424	45729590	+	166	5	5	2	3
hek293_A_test	22:45729425-45740538	NM_013236	NM_013236,NM_001167621	7	22	45738730	45738839	+	109	2	2	1	1
hek293_A_test	22:45729425-45740538	NM_013236	NM_013236,NM_001167621	8	22	45740368	45740538	+	170	5	5	2	3
hek293_A_test	3:158122103-158123991	NM_001271838	NM_001271838,NM_001271834,NM_016625	1	3	158122102	158122298	+	196	7	13	9	4
hek293_A_test	3:158122103-158123991	NM_001271838	NM_001271838,NM_001271834,NM_016625	2	3	158123865	158123991	+	126	7	8	6	2
hek293_A_test	5:180261684-180280608	NM_001135044	NM_001135044,NM_139068,NM_139069,NM_139070,NM_002752,NM_001308244	2	5	180261683	180261822	-	139	8	10	5	5
hek293_A_test	5:180261684-180280608	NM_001135044	NM_001135044,NM_139068,NM_139069,NM_139070,NM_002752,NM_001308244	3	5	180264780	180264839	-	59	3	3	2	1
hek293_A_test	5:180261684-180280608	NM_001135044	NM_001135044,NM_139068,NM_139069,NM_139070,NM_002752,NM_001308244	4	5	180269279	180269409	-	130	1	1	1	0
hek293_A_test	5:180261684-180280608	NM_001135044	NM_001135044,NM_139068,NM_139069,NM_139070,NM_002752,NM_001308244	5	5	180280439	180280608	-	169	8	10	5	5
hek293_A_test	2:214767482-214781509	NR_104212	NM_000465,NM_001282543,NR_104216,NR_104212,NR_104215	5	2	214767481	214767654	-	173	4	4	2	2
hek293_A_test	2:214767482-214781509	NR_104212	NM_000465,NM_001282543,NR_104216,NR_104212,NR_104215	6	0	0	0	0	0	0	0	0	0
hek293_A_test	2:214767482-214781509	NR_104212	NM_000465,NM_001282543,NR_104216,NR_104212,NR_104215	7	2	214780559	214781509	-	950	4	4	2	2
hek293_A_test	20:56381433-56386533	NM_003600	NM_003600,NM_198433,NM_198434,NM_198435,NM_198436,NM_198437	3	20	56381432	56381571	-	139	7	7	6	1
hek293_A_test	20:56381433-56386533	NM_003600	NM_003600,NM_198433,NM_198434,NM_198435,NM_198436,NM_198437	4	0	0	0	0	0	0	0	0	0
hek293_A_test	20:56381433-56386533	NM_003600	NM_003600,NM_198433,NM_198434,NM_198435,NM_198436,NM_198437	5	0	0	0	0	0	0	0	0	0
hek293_A_test	20:56381433-56386533	NM_003600	NM_003600,NM_198433,NM_198434,NM_198435,NM_198436,NM_198437	6	20	56386256	56386533	-	277	7	7	6	1
hek293_A_test	1:224952670-224974153	NM_001373	NM_144989,NM_001373,NM_001145154	1	1	224952669	224952779	+	110	8	10	6	4
hek293_A_test	1:224952670-224974153	NM_001373	NM_144989,NM_001373,NM_001145154	2	1	224954958	224955098	+	140	5	6	2	4
hek293_A_test	1:224952670-224974153	NM_001373	NM_144989,NM_001373,NM_001145154	3	0	0	0	0	0	0	0	0	0
hek293_A_test	1:224952670-224974153	NM_001373	NM_144989,NM_001373,NM_001145154	4	0	0	0	0	0	0	0	0	0
hek293_A_test	1:224952670-224974153	NM_001373	NM_144989,NM_001373,NM_001145154	5	1	224967430	224967583	+	153	4	4	4	0
hek293_A_test	1:224952670-224974153	NM_001373	NM_144989,NM_001373,NM_001145154	6	1	224968758	224968874	+	116	4	4	4	0
hek293_A_test	1:224952670-224974153	NM_001373	NM_144989,NM_001373,NM_001145154	7	1	224974090	224974153	+	63	8	10	6	4
hek293_A_test	3:8935871-8941804	NM_020165	NM_020165	6	3	8935870	8936055	-	185	7	8	5	3
hek293_A_test	3:8935871-8941804	NM_020165	NM_020165	7	3	8939553	8939653	-	100	2	2	1	1
hek293_A_test	3:8935871-8941804	NM_020165	NM_020165	8	3	8941466	8941804	-	338	7	8	5	3
hek293_A_test	12:1236769-1290012	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	11	12	1236768	1236904	+	136	9	11	2	9
hek293_A_test	12:1236769-1290012	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	12	12	1263033	1263165	+	132	4	5	2	3
hek293_A_test	12:1236769-1290012	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	13	12	1289851	1290012	+	161	9	10	2	8
hek293_A_test	18:21765772-21779685	NM_020774	NM_020774	1	18	21765771	21765943	+	172	15	16	6	10
hek293_A_test	18:21765772-21779685	NM_020774	NM_020774	2	18	21768622	21768752	+	130	4	4	1	3
hek293_A_test	18:21765772-21779685	NM_020774	NM_020774	3	0	0	0	0	0	0	0	0	0
hek293_A_test	18:21765772-21779685	NM_020774	NM_020774	4	18	21778102	21778169	+	67	1	1	0	1
hek293_A_test	18:21765772-21779685	NM_020774	NM_020774	5	18	21779480	21779685	+	205	15	16	6	10
hek293_A_test	3:125313308-125331238	NM_021964	NM_021964	5	3	125313307	125313656	-	349	4	4	1	3
hek293_A_test	3:125313308-125331238	NM_021964	NM_021964	6	3	125323308	125323444	-	136	2	2	0	2
hek293_A_test	3:125313308-125331238	NM_021964	NM_021964	7	3	125331157	125331238	-	81	4	4	1	3
hek293_A_test	X:148661908-148662768	NM_001169124	NM_001169124,NM_001169125,NM_001169122,NM_001169123,NM_002025	2	X	148661907	148662768	+	861	6	12	6	6
hek293_A_test	1:223954477-223962273	NR_132119	NR_132119	3	1	223954476	223954667	-	191	5	6	4	2
hek293_A_test	9:20819796-20823115	NM_017794	NM_017794	13	9	20819795	20819900	+	105	5	8	4	4
hek293_A_test	9:20819796-20823115	NM_017794	NM_017794	14	9	20820323	20820425	+	102	3	6	3	3
hek293_A_test	9:20819796-20823115	NM_017794	NM_017794	15	9	20820940	20821071	+	131	3	6	3	3
hek293_A_test	9:20819796-20823115	NM_017794	NM_017794	16	9	20822988	20823115	+	127	5	8	4	4
hek293_A_test	1:58506060-58536741	NM_145243	NM_145243	1	1	58506059	58506209	-	150	5	6	5	1
hek293_A_test	1:58506060-58536741	NM_145243	NM_145243	2	1	58527260	58527335	-	75	3	4	3	1
hek293_A_test	1:58506060-58536741	NM_145243	NM_145243	3	0	0	0	0	0	0	0	0	0
hek293_A_test	1:58506060-58536741	NM_145243	NM_145243	4	0	0	0	0	0	0	0	0	0
hek293_A_test	1:58506060-58536741	NM_145243	NM_145243	5	0	0	0	0	0	0	0	0	0
hek293_A_test	1:58506060-58536741	NM_145243	NM_145243	6	1	58536512	58536741	-	229	5	6	5	1
hek293_A_test	9:135881633-135883078	NM_015447	NM_015447	14	9	135881632	135881794	-	162	14	15	7	8
hek293_A_test	9:135881633-135883078	NM_015447	NM_015447	15	9	135882815	135883078	-	263	14	17	8	9
hek293_A_test	11:32927157-32935435	NM_001076786	NM_001076786	1	11	32927156	32927269	+	113	5	5	1	4
hek293_A_test	11:32927157-32935435	NM_001076786	NM_001076786	2	11	32927961	32928123	+	162	3	3	1	2
hek293_A_test	11:32927157-32935435	NM_001076786	NM_001076786	3	11	32931742	32935435	+	3693	5	5	1	4
hek293_A_test	20:41533050-41551360	NM_032221	NM_032221	34	20	41533049	41533570	-	521	5	8	4	4
hek293_A_test	20:41533050-41551360	NM_032221	NM_032221	35	20	41551304	41551360	-	56	5	6	3	3
hek293_A_test	2:207976651-207977586	NM_001080475	NM_001080475	5	2	207976650	207977586	-	936	4	8	2	6
hek293_A_test	6:79042843-79060818	NM_017934	NM_017934	33	6	79042842	79043003	-	161	5	5	3	2
hek293_A_test	6:79042843-79060818	NM_017934	NM_017934	34	6	79060477	79060576	-	99	3	3	2	1
hek293_A_test	6:79042843-79060818	NM_017934	NM_017934	35	6	79060667	79060818	-	151	5	5	3	2
hek293_A_test	13:95757644-95763953	NM_006260	NM_006260	4	13	95757643	95757796	+	153	4	4	0	4
hek293_A_test	13:95757644-95763953	NM_006260	NM_006260	5	13	95760039	95760221	+	182	1	1	0	1
hek293_A_test	13:95757644-95763953	NM_006260	NM_006260	6	0	0	0	0	0	0	0	0	0
hek293_A_test	13:95757644-95763953	NM_006260	NM_006260	7	13	95763642	95763748	+	106	3	3	0	3
hek293_A_test	13:95757644-95763953	NM_006260	NM_006260	8	13	95763832	95763953	+	121	4	4	0	4
hek293_A_test	5:123545417-123557564	NM_004384	NM_004384,NM_001270572,NM_001031812,NM_001270573,NM_001044723	0	5	123545416	123545841	+	425	5	6	4	2
hek293_A_test	5:123545417-123557564	NM_004384	NM_004384,NM_001270572,NM_001031812,NM_001270573,NM_001044723	1	5	123553106	123553147	+	41	1	1	1	0
hek293_A_test	5:123545417-123557564	NM_004384	NM_004384,NM_001270572,NM_001031812,NM_001270573,NM_001044723	2	5	123557494	123557564	+	70	5	6	4	2
hek293_A_test	5:94643273-94654752	NM_032290	NM_032290	4	5	94643272	94643435	+	163	4	4	4	0
hek293_A_test	5:94643273-94654752	NM_032290	NM_032290	5	5	94649453	94649597	+	144	1	1	1	0
hek293_A_test	5:94643273-94654752	NM_032290	NM_032290	6	0	0	0	0	0	0	0	0	0
hek293_A_test	5:94643273-94654752	NM_032290	NM_032290	7	5	94653271	94653421	+	150	1	1	1	0
hek293_A_test	5:94643273-94654752	NM_032290	NM_032290	8	5	94654629	94654752	+	123	4	4	4	0
hek293_A_test	3:142736379-142748460	NM_001251845	NM_003304,NM_001251845	1	3	142736378	142736533	+	155	4	5	4	1
hek293_A_test	3:142736379-142748460	NM_001251845	NM_003304,NM_001251845	2	3	142743484	142743586	+	102	1	1	0	1
hek293_A_test	3:142736379-142748460	NM_001251845	NM_003304,NM_001251845	3	3	142748257	142748460	+	203	4	5	4	1
hek293_A_test	10:68468123-68470163	NM_001080449	NM_001080449,NR_102264	18	10	68468122	68468306	-	184	4	7	4	3
hek293_A_test	10:68468123-68470163	NM_001080449	NM_001080449,NR_102264	19	10	68469980	68470163	-	183	4	8	5	3
hek293_A_test	X:140783175-140784659	NM_004065	NM_004065	0	X	140783259	140784558	-	1299	15	19	9	10
hek293_A_test	11:92352096-92355404	NM_001008781	NM_001008781	0	11	92352095	92355404	+	3309	11	24	4	20
hek293_A_test	1:58506060-58539310	NM_145243	NM_145243	1	1	58506059	58506209	-	150	6	6	3	3
hek293_A_test	1:58506060-58539310	NM_145243	NM_145243	2	1	58527260	58527335	-	75	2	2	0	2
hek293_A_test	1:58506060-58539310	NM_145243	NM_145243	3	0	0	0	0	0	0	0	0	0
hek293_A_test	1:58506060-58539310	NM_145243	NM_145243	4	0	0	0	0	0	0	0	0	0
hek293_A_test	1:58506060-58539310	NM_145243	NM_145243	5	0	0	0	0	0	0	0	0	0
hek293_A_test	1:58506060-58539310	NM_145243	NM_145243	6	0	0	0	0	0	0	0	0	0
hek293_A_test	1:58506060-58539310	NM_145243	NM_145243	7	1	58538794	58539310	-	516	6	6	3	3
hek293_A_test	8:141253989-141254629	NM_001286646	NM_001286646	7	8	141253988	141254629	-	641	4	8	0	8
hek293_A_test	4:76134175-76144473	NM_017426	NR_103782,NR_103781,NM_001278603,NR_103780,NM_017426	7	4	76134174	76134362	-	188	6	6	2	4
hek293_A_test	4:76134175-76144473	NM_017426	NR_103782,NR_103781,NM_001278603,NR_103780,NM_017426	8	4	76136185	76136412	-	227	1	1	0	1
hek293_A_test	4:76134175-76144473	NM_017426	NR_103782,NR_103781,NM_001278603,NR_103780,NM_017426	9	4	76144148	76144292	-	144	3	3	1	2
hek293_A_test	4:76134175-76144473	NM_017426	NR_103782,NR_103781,NM_001278603,NR_103780,NM_017426	10	4	76144389	76144473	-	84	6	6	2	4
hek293_A_test	10:124942457-124943307	NM_017580	NM_017580	0	10	124942122	124943307	+	1185	19	40	22	18
hek293_A_test	7:39987599-40002031	NM_031267	NM_031267,NM_003718	1	7	39987598	39988258	+	660	7	10	4	6
hek293_A_test	7:39987599-40002031	NM_031267	NM_031267,NM_003718	2	0	0	0	0	0	0	0	0	0
hek293_A_test	7:39987599-40002031	NM_031267	NM_031267,NM_003718	3	7	39999360	39999500	+	140	2	2	1	1
hek293_A_test	7:39987599-40002031	NM_031267	NM_031267,NM_003718	4	7	40001860	40002031	+	171	7	10	4	6
hek293_A_test	1:47280241-47282459	NM_001282937	NM_001282937,NM_001282936,NM_001282939,NM_001282938,NM_003035,NM_001048166	5	1	47280240	47281209	-	969	7	10	6	4
hek293_A_test	1:47280241-47282459	NM_001282937	NM_001282937,NM_001282936,NM_001282939,NM_001282938,NM_003035,NM_001048166	6	1	47282344	47282459	-	115	7	8	5	3
hek293_A_test	X:131749306-131794466	NR_026975	NR_026975	3	X	131749305	131749458	-	153	30	33	22	11
hek293_A_test	X:131749306-131794466	NR_026975	NR_026975	4	X	131755597	131755746	-	149	10	10	6	4
hek293_A_test	X:131749306-131794466	NR_026975	NR_026975	5	0	0	0	0	0	0	0	0	0
hek293_A_test	X:131749306-131794466	NR_026975	NR_026975	6	0	0	0	0	0	0	0	0	0
hek293_A_test	X:131749306-131794466	NR_026975	NR_026975	7	0	0	0	0	0	0	0	0	0
hek293_A_test	X:131749306-131794466	NR_026975	NR_026975	8	X	131794323	131794466	-	143	30	33	22	11
hek293_A_test	8:18765449-18804898	NM_015310	NM_015310,NM_206909	7	8	18765448	18765538	-	90	5	6	4	2
hek293_A_test	8:18765449-18804898	NM_015310	NM_015310,NM_206909	8	0	0	0	0	0	0	0	0	0
hek293_A_test	8:18765449-18804898	NM_015310	NM_015310,NM_206909	9	0	0	0	0	0	0	0	0	0
hek293_A_test	8:18765449-18804898	NM_015310	NM_015310,NM_206909	10	8	18804521	18804602	-	81	2	2	2	0
hek293_A_test	8:18765449-18804898	NM_015310	NM_015310,NM_206909	11	8	18804703	18804898	-	195	5	6	4	2
hek293_A_test	20:35714185-35725155	NM_184234	NR_040723,NR_040722,NM_184234,NM_004902,NR_040724,NM_001242600,NM_001242599	6	20	35714184	35714389	-	205	7	7	6	1
hek293_A_test	20:35714185-35725155	NM_184234	NR_040723,NR_040722,NM_184234,NM_004902,NR_040724,NM_001242600,NM_001242599	7	0	0	0	0	0	0	0	0	0
hek293_A_test	20:35714185-35725155	NM_184234	NR_040723,NR_040722,NM_184234,NM_004902,NR_040724,NM_001242600,NM_001242599	8	0	0	0	0	0	0	0	0	0
hek293_A_test	20:35714185-35725155	NM_184234	NR_040723,NR_040722,NM_184234,NM_004902,NR_040724,NM_001242600,NM_001242599	9	20	35724569	35724722	-	153	3	3	2	1
hek293_A_test	20:35714185-35725155	NM_184234	NR_040723,NR_040722,NM_184234,NM_004902,NR_040724,NM_001242600,NM_001242599	10	20	35725037	35725155	-	118	7	7	6	1
hek293_A_test	1:117402186-117442325	NM_006699	NM_006699	1	1	117402185	117402441	+	256	15	17	10	7
hek293_A_test	1:117402186-117442325	NM_006699	NM_006699	2	0	0	0	0	0	0	0	0	0
hek293_A_test	1:117402186-117442325	NM_006699	NM_006699	3	1	117414712	117414831	+	119	5	5	4	1
hek293_A_test	1:117402186-117442325	NM_006699	NM_006699	4	1	117420568	117420649	+	81	8	9	6	3
hek293_A_test	1:117402186-117442325	NM_006699	NM_006699	5	1	117442230	117442325	+	95	15	17	10	7
hek293_A_test	11:130260856-130261929	NM_014155	NM_014155,NM_001301098,NM_001301099	4	11	130260855	130261929	-	1074	19	42	18	24
hek293_A_test	19:46918488-46937408	NM_004491	NM_004491	0	19	46918675	46922356	+	3681	2	2	1	1
hek293_A_test	19:46918488-46937408	NM_004491	NM_004491	1	19	46937263	46937408	+	145	4	4	2	2
hek293_A_test	1:31915895-31919658	NM_001195100	NM_001195101,NM_001195100,NM_080391	2	1	31915894	31915987	-	93	7	7	6	1
hek293_A_test	1:31915895-31919658	NM_001195100	NM_001195101,NM_001195100,NM_080391	3	1	31918969	31919658	-	689	7	10	8	2
hek293_A_test	22:20933779-20934244	NM_005207	NM_005207	1	22	20933778	20934244	+	466	7	16	6	10
hek293_A_test	6:4891713-4892379	NM_001143970	NR_026590,NM_001143970,NM_001143971,NM_004824	1	6	4891712	4892379	+	667	38	82	36	46
hek293_A_test	15:41668828-41669958	NM_001080541	NM_001080541,NM_001164273	1	15	41668827	41669958	+	1131	13	26	16	10
hek293_A_test	6:158312051-158314268	NM_020245	NM_020245,NM_001007466	0	6	158312659	158314268	+	1609	24	25	11	14
hek293_A_test	6:89862126-89871388	NM_001137667	NM_001137667,NM_001137668,NM_012115	6	6	89862125	89864371	+	2246	5	6	3	3
hek293_A_test	6:89862126-89871388	NM_001137667	NM_001137667,NM_001137668,NM_012115	7	6	89865952	89869082	+	3130	1	1	1	0
hek293_A_test	6:89862126-89871388	NM_001137667	NM_001137667,NM_001137668,NM_012115	8	6	89871288	89871390	+	102	5	6	3	3
hek293_A_test	1:117402186-117420649	NM_006699	NM_006699	1	1	117402185	117402441	+	256	40	42	18	24
hek293_A_test	1:117402186-117420649	NM_006699	NM_006699	2	1	117405548	117405645	+	97	5	5	2	3
hek293_A_test	1:117402186-117420649	NM_006699	NM_006699	3	1	117414712	117414831	+	119	17	19	6	13
hek293_A_test	1:117402186-117420649	NM_006699	NM_006699	4	1	117420568	117420649	+	81	40	42	18	24
hek293_A_test	4:186706563-186709845	NM_005245	NM_005245	25	4	186706562	186709845	-	3283	12	24	14	10
hek293_A_test	10:124940374-124943307	NM_017580	NM_017580	0	10	124942122	124943307	+	1185	4	6	4	2
hek293_A_test	1:247156406-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	0	1	247154988	247157403	-	2415	4	4	3	1
hek293_A_test	1:247156406-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	1	1	247159005	247159066	-	61	1	1	1	0
hek293_A_test	1:247156406-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	2	1	247159686	247159813	-	127	4	4	3	1
hek293_A_test	7:155672867-155680908	NM_053043	NM_053043	2	7	155672866	155672915	+	49	9	11	5	6
hek293_A_test	7:155672867-155680908	NM_053043	NM_053043	3	7	155678607	155678684	+	77	4	4	1	3
hek293_A_test	7:155672867-155680908	NM_053043	NM_053043	4	7	155680589	155680908	+	319	9	15	6	9
hek293_A_test	4:1900626-1904378	NM_007331	NM_007331,NM_133330,NM_133331,NM_133334,NM_133335,NM_001042424	3	4	1900625	1901251	+	626	5	7	1	6
hek293_A_test	4:1900626-1904378	NM_007331	NM_007331,NM_133330,NM_133331,NM_133334,NM_133335,NM_001042424	4	4	1904215	1904378	+	163	5	5	1	4
hek293_A_test	1:84865385-84866138	NM_012152	NM_012152	1	1	84865384	84866138	-	754	6	12	4	8
hek293_A_test	7:127373342-127377329	NM_176814	NM_176814	1	7	127373341	127375034	-	1693	4	4	1	3
hek293_A_test	7:127373342-127377329	NM_176814	NM_176814	2	7	127377185	127377329	-	144	4	4	1	3
hek293_A_test	4:148435104-148436862	NM_001166104	NM_001166104,NM_000901	6	4	148435103	148436862	-	1759	6	12	6	6
hek293_A_test	1:155438327-155459898	NM_018489	NM_018489	23	1	155438326	155439068	-	742	4	6	4	2
hek293_A_test	1:155438327-155459898	NM_018489	NM_018489	24	1	155459796	155459898	-	102	4	5	3	2
hek293_A_test	14:96833467-96860735	NM_003384	NM_003384	1	14	96833466	96833631	+	165	18	20	11	9
hek293_A_test	14:96833467-96860735	NM_003384	NM_003384	2	14	96837761	96837817	+	56	3	3	2	1
hek293_A_test	14:96833467-96860735	NM_003384	NM_003384	3	0	0	0	0	0	0	0	0	0
hek293_A_test	14:96833467-96860735	NM_003384	NM_003384	4	0	0	0	0	0	0	0	0	0
hek293_A_test	14:96833467-96860735	NM_003384	NM_003384	5	0	0	0	0	0	0	0	0	0
hek293_A_test	14:96833467-96860735	NM_003384	NM_003384	6	0	0	0	0	0	0	0	0	0
hek293_A_test	14:96833467-96860735	NM_003384	NM_003384	7	0	0	0	0	0	0	0	0	0
hek293_A_test	14:96833467-96860735	NM_003384	NM_003384	8	0	0	0	0	0	0	0	0	0
hek293_A_test	14:96833467-96860735	NM_003384	NM_003384	9	14	96856527	96856586	+	59	2	2	0	2
hek293_A_test	14:96833467-96860735	NM_003384	NM_003384	10	14	96860556	96860735	+	179	18	20	11	9
hek293_A_test	7:152309966-152315338	NM_170606	NM_170606	53	7	152309965	152310075	-	110	4	4	3	1
hek293_A_test	7:152309966-152315338	NM_170606	NM_170606	54	7	152311797	152311946	-	149	1	1	1	0
hek293_A_test	7:152309966-152315338	NM_170606	NM_170606	55	7	152315137	152315338	-	201	4	4	3	1
hek293_A_test	17:20204333-20205912	NM_001243439	NM_001243439,NM_001243438,NM_152904,NM_001033553,NM_001033555,NM_001033554	3	17	20204332	20205912	+	1580	32	76	30	46
hek293_A_test	12:69589485-69593613	NM_006431	NM_006431,NM_001198842	6	12	69589484	69589687	+	203	5	5	3	2
hek293_A_test	12:69589485-69593613	NM_006431	NM_006431,NM_001198842	7	0	0	0	0	0	0	0	0	0
hek293_A_test	12:69589485-69593613	NM_006431	NM_006431,NM_001198842	8	12	69592975	69593103	+	128	4	4	3	1
hek293_A_test	12:69589485-69593613	NM_006431	NM_006431,NM_001198842	9	12	69593509	69593613	+	104	5	5	3	2
hek293_A_test	4:152411303-152412529	NM_001257069	NM_033632,NM_001257069	0	4	152411159	152411872	-	713	11	18	12	6
hek293_A_test	4:152411303-152412529	NM_001257069	NM_033632,NM_001257069	1	4	152412479	152412529	-	50	11	11	8	3
hek293_A_test	19:34451981-34467014	NM_005499	NM_005499	9	19	34451980	34452147	+	167	7	8	3	5
hek293_A_test	19:34451981-34467014	NM_005499	NM_005499	10	19	34454259	34454353	+	94	1	1	0	1
hek293_A_test	19:34451981-34467014	NM_005499	NM_005499	11	0	0	0	0	0	0	0	0	0
hek293_A_test	19:34451981-34467014	NM_005499	NM_005499	12	0	0	0	0	0	0	0	0	0
hek293_A_test	19:34451981-34467014	NM_005499	NM_005499	13	0	0	0	0	0	0	0	0	0
hek293_A_test	19:34451981-34467014	NM_005499	NM_005499	14	19	34464025	34464131	+	106	3	3	2	1
hek293_A_test	19:34451981-34467014	NM_005499	NM_005499	15	19	34466877	34467014	+	137	7	8	3	5
hek293_A_test	1:117402186-117405645	NM_006699	NM_006699	1	1	117402185	117402441	+	256	4	7	4	3
hek293_A_test	1:117402186-117405645	NM_006699	NM_006699	2	1	117405548	117405645	+	97	4	5	3	2
hek293_A_test	1:247155566-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	0	1	247154988	247157403	-	2415	5	6	2	4
hek293_A_test	1:247155566-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	1	1	247159005	247159066	-	61	1	1	0	1
hek293_A_test	1:247155566-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	2	1	247159686	247159813	-	127	5	5	2	3
hek293_A_test	15:64499293-64500166	NM_015042	NM_015042	0	15	64499419	64500166	+	747	8	15	7	8
