sample	circle_id	transcript_id	other_ids	exon_id	chr	start	end	strand	exon_length	unique_reads	fragments	number+	number-
hek293_B_test	1:47280241-47282459	NM_001282937	NM_001282937,NM_001282936,NM_001282939,NM_001282938,NM_003035,NM_001048166	5	1	47280240	47281209	-	969	5	16	5	11
hek293_B_test	1:47280241-47282459	NM_001282937	NM_001282937,NM_001282936,NM_001282939,NM_001282938,NM_003035,NM_001048166	6	1	47282344	47282459	-	115	5	11	4	7
hek293_B_test	22:45689712-45740538	NM_013236	NM_013236,NM_001167621	1	22	45689711	45689903	+	192	5	12	6	6
hek293_B_test	22:45689712-45740538	NM_013236	NM_013236,NM_001167621	2	22	45692995	45693078	+	83	1	1	0	1
hek293_B_test	22:45689712-45740538	NM_013236	NM_013236,NM_001167621	3	22	45700281	45700378	+	97	1	1	0	1
hek293_B_test	22:45689712-45740538	NM_013236	NM_013236,NM_001167621	4	22	45702688	45702847	+	159	3	3	1	2
hek293_B_test	22:45689712-45740538	NM_013236	NM_013236,NM_001167621	5	22	45718412	45718493	+	81	2	2	1	1
hek293_B_test	22:45689712-45740538	NM_013236	NM_013236,NM_001167621	6	22	45729424	45729590	+	166	3	3	2	1
hek293_B_test	22:45689712-45740538	NM_013236	NM_013236,NM_001167621	7	22	45738730	45738839	+	109	1	1	1	0
hek293_B_test	22:45689712-45740538	NM_013236	NM_013236,NM_001167621	8	22	45740368	45740538	+	170	5	7	4	3
hek293_B_test	13:77719532-77753358	NM_001242868	NM_001242870,NM_001242871,NM_001242869,NM_001242868,NM_001040153,NM_144595	1	13	77719531	77719671	+	140	7	8	4	4
hek293_B_test	13:77719532-77753358	NM_001242868	NM_001242870,NM_001242871,NM_001242869,NM_001242868,NM_001040153,NM_144595	2	13	77744282	77744432	+	150	3	5	2	3
hek293_B_test	13:77719532-77753358	NM_001242868	NM_001242870,NM_001242871,NM_001242869,NM_001242868,NM_001040153,NM_144595	3	13	77746513	77746855	+	342	5	7	3	4
hek293_B_test	13:77719532-77753358	NM_001242868	NM_001242870,NM_001242871,NM_001242869,NM_001242868,NM_001040153,NM_144595	4	13	77753202	77753358	+	156	7	9	5	4
hek293_B_test	1:224952670-224974153	NM_001373	NM_144989,NM_001373,NM_001145154	1	1	224952669	224952779	+	110	9	17	6	11
hek293_B_test	1:224952670-224974153	NM_001373	NM_144989,NM_001373,NM_001145154	2	1	224954958	224955098	+	140	9	15	5	10
hek293_B_test	1:224952670-224974153	NM_001373	NM_144989,NM_001373,NM_001145154	3	1	224960152	224960302	+	150	2	2	0	2
hek293_B_test	1:224952670-224974153	NM_001373	NM_144989,NM_001373,NM_001145154	4	1	224964478	224964609	+	131	4	4	2	2
hek293_B_test	1:224952670-224974153	NM_001373	NM_144989,NM_001373,NM_001145154	5	1	224967430	224967583	+	153	8	12	8	4
hek293_B_test	1:224952670-224974153	NM_001373	NM_144989,NM_001373,NM_001145154	6	1	224968758	224968874	+	116	6	9	7	2
hek293_B_test	1:224952670-224974153	NM_001373	NM_144989,NM_001373,NM_001145154	7	1	224974090	224974153	+	63	9	13	7	6
hek293_B_test	10:68459104-68470163	NM_001080449	NM_001080449,NR_102264	16	10	68459103	68459235	-	132	5	9	2	7
hek293_B_test	10:68459104-68470163	NM_001080449	NM_001080449,NR_102264	17	10	68465666	68465812	-	146	5	8	1	7
hek293_B_test	10:68459104-68470163	NM_001080449	NM_001080449,NR_102264	18	10	68468122	68468306	-	184	5	6	5	1
hek293_B_test	10:68459104-68470163	NM_001080449	NM_001080449,NR_102264	19	10	68469980	68470163	-	183	5	10	6	4
hek293_B_test	11:117152441-117163892	NM_001184748	NM_001184748,NR_110268,NR_110269,NM_002572,NR_110282,NM_001184747,NM_001184746,NM_001309431	1	11	117152440	117152528	+	88	4	7	3	4
hek293_B_test	11:117152441-117163892	NM_001184748	NM_001184748,NR_110268,NR_110269,NM_002572,NR_110282,NM_001184747,NM_001184746,NM_001309431	2	11	117159933	117160023	+	90	4	7	3	4
hek293_B_test	11:117152441-117163892	NM_001184748	NM_001184748,NR_110268,NR_110269,NM_002572,NR_110282,NM_001184747,NM_001184746,NM_001309431	3	11	117161144	117161261	+	117	4	10	5	5
hek293_B_test	11:117152441-117163892	NM_001184748	NM_001184748,NR_110268,NR_110269,NM_002572,NR_110282,NM_001184747,NM_001184746,NM_001309431	4	11	117163769	117163874	+	105	4	8	4	4
hek293_B_test	11:33286413-33287511	NM_001278163	NM_001278163,NM_001278162,NM_001048200,NM_005734	1	11	33286412	33287511	+	1099	28	97	43	54
hek293_B_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	1	7	24623665	24623784	+	119	6	10	5	5
hek293_B_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	2	7	24641715	24641868	+	153	6	10	2	8
hek293_B_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	3	7	24649611	24649764	+	153	3	3	0	3
hek293_B_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	4	7	24650484	24650712	+	228	1	1	0	1
hek293_B_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	5	0	0	0	0	0	0	0	0	0
hek293_B_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	6	7	24665587	24665687	+	100	2	2	2	0
hek293_B_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	7	7	24666020	24666089	+	69	5	8	8	0
hek293_B_test	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	8	7	24668498	24668660	+	162	6	11	9	2
hek293_B_test	3:158122103-158123991	NM_001271838	NM_001271838,NM_001271834,NM_016625	1	3	158122102	158122298	+	196	8	32	18	14
hek293_B_test	3:158122103-158123991	NM_001271838	NM_001271838,NM_001271834,NM_016625	2	3	158123865	158123991	+	126	8	22	12	10
hek293_B_test	3:49967470-49975392	NM_005777	NM_005777	2	3	49967469	49968748	+	1279	7	24	7	17
hek293_B_test	3:49967470-49975392	NM_005777	NM_005777	3	3	49972058	49972148	+	90	6	10	4	6
hek293_B_test	3:49967470-49975392	NM_005777	NM_005777	4	3	49975322	49975392	+	70	7	12	2	10
hek293_B_test	1:226961377-226965737	NM_020247	NM_020247	1	1	226961376	226961562	+	186	5	9	3	6
hek293_B_test	1:226961377-226965737	NM_020247	NM_020247	2	1	226964999	226965410	+	411	5	11	5	6
hek293_B_test	1:226961377-226965737	NM_020247	NM_020247	3	1	226965670	226965737	+	67	5	8	2	6
hek293_B_test	1:41113283-41143112	NM_001031694	NM_001031694,NM_001172218,NM_001172219,NM_012236,NM_001172221,NM_001172220,NM_001172222	8	1	41113282	41113526	-	244	5	12	6	6
hek293_B_test	1:41113283-41143112	NM_001031694	NM_001031694,NM_001172218,NM_001172219,NM_012236,NM_001172221,NM_001172220,NM_001172222	9	1	41116921	41117010	-	89	3	3	2	1
hek293_B_test	1:41113283-41143112	NM_001031694	NM_001031694,NM_001172218,NM_001172219,NM_012236,NM_001172221,NM_001172220,NM_001172222	10	1	41142877	41143112	-	235	5	10	6	4
hek293_B_test	X:85247547-85270146	NM_021998	NM_021998	2	X	85247546	85247651	+	105	6	15	8	7
hek293_B_test	X:85247547-85270146	NM_021998	NM_021998	3	X	85255258	85255801	+	543	5	12	6	6
hek293_B_test	X:85247547-85270146	NM_021998	NM_021998	4	X	85264274	85264430	+	156	1	1	1	0
hek293_B_test	X:85247547-85270146	NM_021998	NM_021998	5	X	85265117	85265255	+	138	1	3	1	2
hek293_B_test	X:85247547-85270146	NM_021998	NM_021998	6	X	85268293	85268341	+	48	1	3	1	2
hek293_B_test	X:85247547-85270146	NM_021998	NM_021998	7	X	85270002	85270146	+	144	6	8	5	3
hek293_B_test	11:66639700-66640123	NM_002896	NM_002896,NM_001198844,NM_001198843	1	11	66639699	66640123	+	424	4	17	7	10
hek293_B_test	6:158312051-158314268	NM_020245	NM_020245,NM_001007466	0	6	158312659	158314268	+	1609	31	57	32	25
hek293_B_test	12:100282943-100298175	NM_017988	NM_017988	1	12	100282942	100283147	+	205	4	7	2	5
hek293_B_test	12:100282943-100298175	NM_017988	NM_017988	2	12	100291502	100291660	+	158	4	6	3	3
hek293_B_test	12:100282943-100298175	NM_017988	NM_017988	3	12	100298030	100298175	+	145	4	9	3	6
hek293_B_test	5:180261684-180280608	NM_001135044	NM_001135044,NM_139068,NM_139069,NM_139070,NM_002752,NM_001308244	2	5	180261683	180261822	-	139	5	10	6	4
hek293_B_test	5:180261684-180280608	NM_001135044	NM_001135044,NM_139068,NM_139069,NM_139070,NM_002752,NM_001308244	3	5	180264780	180264839	-	59	4	7	4	3
hek293_B_test	5:180261684-180280608	NM_001135044	NM_001135044,NM_139068,NM_139069,NM_139070,NM_002752,NM_001308244	4	5	180269279	180269409	-	130	4	4	1	3
hek293_B_test	5:180261684-180280608	NM_001135044	NM_001135044,NM_139068,NM_139069,NM_139070,NM_002752,NM_001308244	5	5	180280439	180280608	-	169	5	8	4	4
hek293_B_test	2:214767482-214781509	NM_000465	NM_000465,NM_001282543,NR_104216,NR_104212,NR_104215	5	2	214767481	214767654	-	173	4	6	3	3
hek293_B_test	2:214767482-214781509	NM_000465	NM_000465,NM_001282543,NR_104216,NR_104212,NR_104215	6	2	214769231	214769312	-	81	2	4	2	2
hek293_B_test	2:214767482-214781509	NM_000465	NM_000465,NM_001282543,NR_104216,NR_104212,NR_104215	7	2	214780559	214781509	-	950	4	10	5	5
hek293_B_test	14:32090502-32094386	NM_001030055	NM_001030055,NM_001173	1	14	32090501	32094386	+	3885	18	66	43	23
hek293_B_test	2:61522611-61533903	NM_003400	NM_003400	21	2	61522610	61522683	-	73	4	8	5	3
hek293_B_test	2:61522611-61533903	NM_003400	NM_003400	22	2	61526419	61526521	-	102	3	5	5	0
hek293_B_test	2:61522611-61533903	NM_003400	NM_003400	23	2	61533771	61533903	-	132	4	7	6	1
hek293_B_test	10:31908172-31910563	NM_001270698	NM_001270699,NM_001270698,NM_001270697,NM_001270696,NM_001270695,NM_018287	14	10	31908171	31908926	-	755	6	19	11	8
hek293_B_test	10:31908172-31910563	NM_001270698	NM_001270699,NM_001270698,NM_001270697,NM_001270696,NM_001270695,NM_018287	15	10	31910524	31910563	-	39	6	7	5	2
hek293_B_test	13:75560753-75569507	NM_001270952	NM_001270952,NM_006002	2	13	75560752	75560881	+	129	7	13	6	7
hek293_B_test	13:75560753-75569507	NM_001270952	NM_001270952,NM_006002	3	13	75566694	75566851	+	157	7	20	9	11
hek293_B_test	13:75560753-75569507	NM_001270952	NM_001270952,NM_006002	4	13	75567226	75567312	+	86	6	15	5	10
hek293_B_test	13:75560753-75569507	NM_001270952	NM_001270952,NM_006002	5	13	75569459	75569507	+	48	7	14	5	9
hek293_B_test	6:4891713-4892379	NM_001143970	NR_026590,NM_001143970,NM_001143971,NM_004824	1	6	4891712	4892379	+	667	27	88	39	49
hek293_B_test	12:1236769-1371977	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	11	12	1236768	1236904	+	136	5	7	1	6
hek293_B_test	12:1236769-1371977	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	12	12	1263033	1263165	+	132	3	4	1	3
hek293_B_test	12:1236769-1371977	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	13	12	1289851	1290012	+	161	5	9	6	3
hek293_B_test	12:1236769-1371977	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	14	12	1371832	1371977	+	145	5	11	6	5
hek293_B_test	X:131749306-131785258	NR_026975	NR_026975	3	X	131749305	131749458	-	153	4	4	1	3
hek293_B_test	X:131749306-131785258	NR_026975	NR_026975	4	X	131755597	131755746	-	149	2	3	1	2
hek293_B_test	X:131749306-131785258	NR_026975	NR_026975	5	X	131756610	131756709	-	99	3	3	2	1
hek293_B_test	X:131749306-131785258	NR_026975	NR_026975	6	X	131768548	131768696	-	148	4	4	3	1
hek293_B_test	X:131749306-131785258	NR_026975	NR_026975	7	X	131783886	131784039	-	153	2	4	0	4
hek293_B_test	X:131749306-131794466	NR_026975	NR_026975	3	X	131749305	131749458	-	153	48	77	28	49
hek293_B_test	X:131749306-131794466	NR_026975	NR_026975	4	X	131755597	131755746	-	149	31	49	8	41
hek293_B_test	X:131749306-131794466	NR_026975	NR_026975	5	X	131756610	131756709	-	99	10	10	1	9
hek293_B_test	X:131749306-131794466	NR_026975	NR_026975	6	X	131768548	131768696	-	148	7	7	3	4
hek293_B_test	X:131749306-131794466	NR_026975	NR_026975	7	X	131783886	131784039	-	153	7	7	7	0
hek293_B_test	X:131749306-131794466	NR_026975	NR_026975	8	X	131794323	131794466	-	143	48	76	41	35
hek293_B_test	5:123545417-123557564	NM_004384	NM_004384,NM_001270572,NM_001031812,NM_001270573,NM_001044723	0	5	123545416	123545841	+	425	5	16	11	5
hek293_B_test	5:123545417-123557564	NM_004384	NM_004384,NM_001270572,NM_001031812,NM_001270573,NM_001044723	1	5	123553106	123553147	+	41	3	7	6	1
hek293_B_test	5:123545417-123557564	NM_004384	NM_004384,NM_001270572,NM_001031812,NM_001270573,NM_001044723	2	5	123557494	123557564	+	70	5	9	7	2
hek293_B_test	2:189791790-189818180	NM_001128144	NM_001128144,NM_001128143,NM_000534,NR_110332,NM_001289408,NM_001289409	1	2	189791789	189791941	+	152	5	6	1	5
hek293_B_test	2:189791790-189818180	NM_001128144	NM_001128144,NM_001128143,NM_000534,NR_110332,NM_001289408,NM_001289409	2	2	189795768	189795951	+	183	5	8	4	4
hek293_B_test	2:189791790-189818180	NM_001128144	NM_001128144,NM_001128143,NM_000534,NR_110332,NM_001289408,NM_001289409	3	2	189805651	189805754	+	103	5	7	4	3
hek293_B_test	2:189791790-189818180	NM_001128144	NM_001128144,NM_001128143,NM_000534,NR_110332,NM_001289408,NM_001289409	4	2	189818016	189818180	+	164	5	9	3	6
hek293_B_test	17:4066447-4072756	NM_015113	NM_015113	27	17	4066446	4066540	-	94	5	8	3	5
hek293_B_test	17:4066447-4072756	NM_015113	NM_015113	28	17	4067162	4067242	-	80	2	4	3	1
hek293_B_test	17:4066447-4072756	NM_015113	NM_015113	29	17	4070683	4070924	-	241	4	12	5	7
hek293_B_test	17:4066447-4072756	NM_015113	NM_015113	30	17	4072607	4072756	-	149	5	12	4	8
hek293_B_test	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	12	10	7243557	7243705	-	148	7	10	6	4
hek293_B_test	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	13	10	7248547	7248649	-	102	5	7	3	4
hek293_B_test	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	14	10	7276891	7276989	-	98	5	6	0	6
hek293_B_test	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	15	10	7283903	7284150	-	247	4	7	2	5
hek293_B_test	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	16	10	7285865	7285954	-	89	7	9	5	4
hek293_B_test	1:58506060-58539310	NM_145243	NM_145243	1	1	58506059	58506209	-	150	6	8	4	4
hek293_B_test	1:58506060-58539310	NM_145243	NM_145243	2	1	58527260	58527335	-	75	4	4	0	4
hek293_B_test	1:58506060-58539310	NM_145243	NM_145243	3	1	58530600	58530729	-	129	4	4	0	4
hek293_B_test	1:58506060-58539310	NM_145243	NM_145243	4	1	58533952	58534060	-	108	2	2	0	2
hek293_B_test	1:58506060-58539310	NM_145243	NM_145243	5	0	0	0	0	0	0	0	0	0
hek293_B_test	1:58506060-58539310	NM_145243	NM_145243	6	0	0	0	0	0	0	0	0	0
hek293_B_test	1:58506060-58539310	NM_145243	NM_145243	7	1	58538794	58539310	-	516	6	10	7	3
hek293_B_test	21:29321221-29329693	NM_206866	NM_206866,NR_027655,NM_001186	1	21	29321220	29321514	+	294	13	22	10	12
hek293_B_test	21:29321221-29329693	NM_206866	NM_206866,NR_027655,NM_001186	2	21	29326058	29327393	+	1335	9	12	6	6
hek293_B_test	21:29321221-29329693	NM_206866	NM_206866,NR_027655,NM_001186	3	21	29329486	29329693	+	207	13	26	14	12
hek293_B_test	15:64499293-64500166	NM_015042	NM_015042	0	15	64499419	64500166	+	747	11	37	16	21
hek293_B_test	20:62852317-62852353	NM_001301726	NM_001301726	0	20	62851493	62852888	-	1395	7	28	15	13
hek293_B_test	22:20933779-20934244	NM_005207	NM_005207	1	22	20933778	20934244	+	466	4	14	6	8
hek293_B_test	12:69251129-69262562	NM_007007	NM_001300947,NM_005444,NM_001271634,NM_001271635,NR_073390,NM_014612,NM_001286722,NM_007007	1	12	69251128	69251338	+	210	10	14	5	9
hek293_B_test	12:69251129-69262562	NM_007007	NM_001300947,NM_005444,NM_001271634,NM_001271635,NR_073390,NM_014612,NM_001286722,NM_007007	2	12	69253050	69253154	+	104	3	3	0	3
hek293_B_test	12:69251129-69262562	NM_007007	NM_001300947,NM_005444,NM_001271634,NM_001271635,NR_073390,NM_014612,NM_001286722,NM_007007	3	12	69256696	69256842	+	146	1	1	0	1
hek293_B_test	12:69251129-69262562	NM_007007	NM_001300947,NM_005444,NM_001271634,NM_001271635,NR_073390,NM_014612,NM_001286722,NM_007007	4	0	0	0	0	0	0	0	0	0
hek293_B_test	12:69251129-69262562	NM_007007	NM_001300947,NM_005444,NM_001271634,NM_001271635,NR_073390,NM_014612,NM_001286722,NM_007007	5	12	69258589	69259094	+	505	2	2	2	0
hek293_B_test	12:69251129-69262562	NM_007007	NM_001300947,NM_005444,NM_001271634,NM_001271635,NR_073390,NM_014612,NM_001286722,NM_007007	6	12	69259427	69259543	+	116	3	3	3	0
hek293_B_test	12:69251129-69262562	NM_007007	NM_001300947,NM_005444,NM_001271634,NM_001271635,NR_073390,NM_014612,NM_001286722,NM_007007	7	12	69260043	69260197	+	154	5	6	4	2
hek293_B_test	12:69251129-69262562	NM_007007	NM_001300947,NM_005444,NM_001271634,NM_001271635,NR_073390,NM_014612,NM_001286722,NM_007007	8	12	69262372	69262562	+	190	10	15	9	6
hek293_B_test	3:142736379-142748460	NM_001251845	NM_003304,NM_001251845	1	3	142736378	142736533	+	155	12	24	12	12
hek293_B_test	3:142736379-142748460	NM_001251845	NM_003304,NM_001251845	2	3	142743484	142743586	+	102	9	23	10	13
hek293_B_test	3:142736379-142748460	NM_001251845	NM_003304,NM_001251845	3	3	142748257	142748460	+	203	12	25	10	15
hek293_B_test	16:68121987-68123121	NM_004555	NM_004555,NM_173165,NM_173163	1	16	68121986	68123121	+	1135	5	18	10	8
hek293_B_test	7:127373342-127377329	NM_176814	NM_176814	1	7	127373341	127375034	-	1693	9	26	13	13
hek293_B_test	7:127373342-127377329	NM_176814	NM_176814	2	7	127377185	127377329	-	144	9	13	9	4
hek293_B_test	12:1180540-1190052	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	7	12	1180539	1180677	+	138	5	10	5	5
hek293_B_test	12:1180540-1190052	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	8	12	1181924	1182065	+	141	4	6	4	2
hek293_B_test	12:1180540-1190052	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	9	12	1183280	1183421	+	141	5	7	3	4
hek293_B_test	12:1180540-1190052	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	10	12	1189858	1190052	+	194	5	8	3	5
hek293_B_test	1:84865385-84866138	NM_012152	NM_012152	1	1	84865384	84866138	-	754	5	18	10	8
hek293_B_test	10:94030683-94032252	NM_001288989	NM_001288989,NM_016341	1	10	94030682	94032252	+	1570	4	13	5	8
hek293_B_test	4:87195324-87195690	NM_001292006	NM_001292006,NM_001292007,NM_020803,NR_120447,NM_001292003	8	4	87195323	87195690	-	367	5	18	9	9
hek293_B_test	X:14843660-14859334	NM_152633	NM_152633,NM_001018113	0	X	14843406	14843981	-	575	4	4	0	4
hek293_B_test	X:14843660-14859334	NM_152633	NM_152633,NM_001018113	1	0	0	0	0	0	0	0	0	0
hek293_B_test	X:14843660-14859334	NM_152633	NM_152633,NM_001018113	2	X	14844855	14845286	-	431	1	1	1	0
hek293_B_test	X:14843660-14859334	NM_152633	NM_152633,NM_001018113	3	X	14850504	14850674	-	170	1	1	1	0
hek293_B_test	X:14843660-14859334	NM_152633	NM_152633,NM_001018113	4	X	14853038	14853167	-	129	3	3	3	0
hek293_B_test	X:14843660-14859334	NM_152633	NM_152633,NM_001018113	5	X	14857861	14857954	-	93	4	5	3	2
hek293_B_test	X:14843660-14859334	NM_152633	NM_152633,NM_001018113	6	X	14859181	14859334	-	153	4	8	3	5
hek293_B_test	8:127890589-127890998	NR_003367	NR_003367	0	8	127890627	127890998	+	371	5	19	9	10
hek293_B_test	12:116230533-116237705	NM_015335	NM_015335	29	12	116237467	116237705	-	238	6	16	8	8
hek293_B_test	1:41070595-41075451	NM_001031694	NM_001031694,NM_001172218,NM_001172219,NM_012236,NM_001172221,NM_001172220,NM_001172222	6	1	41070594	41070721	-	127	6	11	6	5
hek293_B_test	1:41070595-41075451	NM_001031694	NM_001031694,NM_001172218,NM_001172219,NM_012236,NM_001172221,NM_001172220,NM_001172222	7	1	41075218	41075451	-	233	6	15	8	7
hek293_B_test	1:247156406-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	0	1	247154988	247157403	-	2415	4	10	5	5
hek293_B_test	1:247156406-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	1	1	247159005	247159066	-	61	3	6	4	2
hek293_B_test	1:247156406-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	2	1	247159686	247159813	-	127	4	7	5	2
hek293_B_test	5:74813840-74841679	NM_015566	NM_015566,NR_046462	7	5	74813839	74814019	-	180	6	11	4	7
hek293_B_test	5:74813840-74841679	NM_015566	NM_015566,NR_046462	8	5	74834425	74834597	-	172	5	7	2	5
hek293_B_test	5:74813840-74841679	NM_015566	NM_015566,NR_046462	9	5	74838964	74839050	-	86	2	2	1	1
hek293_B_test	5:74813840-74841679	NM_015566	NM_015566,NR_046462	10	5	74840073	74840173	-	100	5	7	4	3
hek293_B_test	5:74813840-74841679	NM_015566	NM_015566,NR_046462	11	5	74841544	74841679	-	135	6	10	5	5
hek293_B_test	15:41668828-41669958	NM_001080541	NM_001080541,NM_001164273	1	15	41668827	41669958	+	1131	18	60	26	34
hek293_B_test	4:177353308-177360677	NM_018248	NM_018248	7	4	177353307	177353728	+	421	8	21	11	10
hek293_B_test	4:177353308-177360677	NM_018248	NM_018248	8	4	177360502	177360677	+	175	8	15	7	8
hek293_B_test	22:45729425-45740538	NM_001167621	NM_005499,NM_001167621,NM_013236	5	22	45729424	45729590	+	166	8	17	9	8
hek293_B_test	22:45729425-45740538	NM_001167621	NM_005499,NM_001167621,NM_013236	6	22	45738730	45738839	+	109	7	12	5	7
hek293_B_test	22:45729425-45740538	NM_001167621	NM_005499,NM_001167621,NM_013236	7	22	45740368	45740538	+	170	8	13	8	5
hek293_B_test	6:158282263-158314268	NM_020245	NM_020245,NM_001007466	0	6	158312659	158314268	+	1609	4	7	4	3
hek293_B_test	X:131743096-131794466	NR_026975	NR_026975	3	X	131749305	131749458	-	153	9	18	3	15
hek293_B_test	X:131743096-131794466	NR_026975	NR_026975	4	X	131755597	131755746	-	149	1	1	0	1
hek293_B_test	X:131743096-131794466	NR_026975	NR_026975	5	0	0	0	0	0	0	0	0	0
hek293_B_test	X:131743096-131794466	NR_026975	NR_026975	6	0	0	0	0	0	0	0	0	0
hek293_B_test	X:131743096-131794466	NR_026975	NR_026975	7	X	131783886	131784039	-	153	3	4	4	0
hek293_B_test	X:131743096-131794466	NR_026975	NR_026975	8	X	131794323	131794466	-	143	13	19	10	9
hek293_B_test	15:32526813-32533368	NR_036650	NR_036650	3	15	32526812	32526978	-	166	9	13	2	11
hek293_B_test	15:32526813-32533368	NR_036650	NR_036650	4	15	32528531	32528701	-	170	4	8	3	5
hek293_B_test	15:32526813-32533368	NR_036650	NR_036650	5	15	32529782	32529938	-	156	5	5	4	1
hek293_B_test	15:32526813-32533368	NR_036650	NR_036650	6	15	32533211	32533741	-	530	9	13	5	8
hek293_B_test	1:20749723-20773610	NM_016287	NM_016287	3	1	20749722	20749882	-	160	5	8	2	6
hek293_B_test	1:20749723-20773610	NM_016287	NM_016287	4	1	20757165	20757256	-	91	1	2	0	2
hek293_B_test	1:20749723-20773610	NM_016287	NM_016287	5	1	20765376	20765531	-	155	1	1	1	0
hek293_B_test	1:20749723-20773610	NM_016287	NM_016287	6	1	20767583	20767664	-	81	4	4	3	1
hek293_B_test	1:20749723-20773610	NM_016287	NM_016287	7	1	20770929	20771073	-	144	5	6	5	1
hek293_B_test	1:20749723-20773610	NM_016287	NM_016287	8	1	20773450	20773610	-	160	5	10	5	5
hek293_B_test	1:15872816-15876678	NM_015001	NM_015001	1	1	15872815	15873136	+	321	8	10	2	8
hek293_B_test	1:15872816-15876678	NM_015001	NM_015001	2	1	15876201	15876678	+	477	8	17	8	9
hek293_B_test	6:18236452-18258405	NM_003472	NM_003472,NM_001134709	2	6	18236451	18236600	-	149	9	19	9	10
hek293_B_test	6:18236452-18258405	NM_003472	NM_003472,NM_001134709	3	6	18237380	18237516	-	136	7	13	4	9
hek293_B_test	6:18236452-18258405	NM_003472	NM_003472,NM_001134709	4	6	18249650	18249839	-	189	4	4	0	4
hek293_B_test	6:18236452-18258405	NM_003472	NM_003472,NM_001134709	5	6	18255730	18255851	-	121	3	3	1	2
hek293_B_test	6:18236452-18258405	NM_003472	NM_003472,NM_001134709	6	6	18256360	18256455	-	95	2	2	1	1
hek293_B_test	6:18236452-18258405	NM_003472	NM_003472,NM_001134709	7	6	18257952	18258062	-	110	4	6	6	0
hek293_B_test	6:18236452-18258405	NM_003472	NM_003472,NM_001134709	8	6	18258303	18258405	-	102	9	13	9	4
hek293_B_test	4:1900626-1904378	NM_007331	NM_007331,NM_133330,NM_133331,NM_133334,NM_133335,NM_001042424	3	4	1900625	1901251	+	626	4	10	3	7
hek293_B_test	4:1900626-1904378	NM_007331	NM_007331,NM_133330,NM_133331,NM_133334,NM_133335,NM_001042424	4	4	1904215	1904378	+	163	4	6	2	4
hek293_B_test	1:8495063-8557523	NM_001042681	NM_001042681,NM_012102	13	1	8495062	8495162	-	100	4	6	2	4
hek293_B_test	1:8495063-8557523	NM_001042681	NM_001042681,NM_012102	14	1	8497404	8497529	-	125	3	5	1	4
hek293_B_test	1:8495063-8557523	NM_001042681	NM_001042681,NM_012102	15	1	8508626	8508675	-	49	4	4	2	2
hek293_B_test	1:8495063-8557523	NM_001042681	NM_001042681,NM_012102	16	1	8541213	8541318	-	105	4	6	2	4
hek293_B_test	1:8495063-8557523	NM_001042681	NM_001042681,NM_012102	17	1	8556474	8556571	-	97	3	6	4	2
hek293_B_test	1:8495063-8557523	NM_001042681	NM_001042681,NM_012102	18	1	8557417	8557523	-	106	4	7	4	3
hek293_B_test	4:1225360-1241519	NM_001012614	NM_001328,NM_001012614	5	4	1225359	1225566	-	207	5	9	5	4
hek293_B_test	4:1225360-1241519	NM_001012614	NM_001328,NM_001012614	6	4	1228198	1228343	-	145	5	7	5	2
hek293_B_test	4:1225360-1241519	NM_001012614	NM_001328,NM_001012614	7	4	1238182	1238337	-	155	4	4	3	1
hek293_B_test	4:1225360-1241519	NM_001012614	NM_001328,NM_001012614	8	4	1241324	1241519	-	195	5	5	2	3
hek293_B_test	5:65567513-65572286	NM_015342	NM_015342,NM_001278927,NM_001278926,NM_001278929	1	5	65567512	65567615	+	103	5	9	5	4
hek293_B_test	5:65567513-65572286	NM_015342	NM_015342,NM_001278927,NM_001278926,NM_001278929	2	5	65569631	65569732	+	101	3	5	2	3
